label,beijingValue,shanghaiValue,chengduValue,guangzhouValue,shenzhenValue
6/6/2015 21:00,21,11,38,38,16
6/6/2015 22:00,17,16,37,30,37
6/6/2015 23:00,12,14,41,30,48
6/7/2015 0:00,12,13,37,28,39
6/7/2015 1:00,19,13,48,20,26
6/7/2015 2:00,16,15,51,12,25
6/7/2015 3:00,19,10,65,14,31
6/7/2015 4:00,21,20,57,12,35
6/7/2015 5:00,28,15,59,10,67
6/7/2015 6:00,14,16,56,15,73
6/7/2015 7:00,15,8,48,8,98
6/7/2015 8:00,21,22,51,8,60
6/7/2015 9:00,16,27,53,10,43
6/7/2015 10:00,18,24,58,11,61
6/7/2015 11:00,16,30,59,14,52
6/7/2015 12:00,12,35,65,11,42
6/7/2015 13:00,14,29,65,11,40
6/7/2015 14:00,16,39,56,10,23
6/7/2015 15:00,12,30,59,9,6
6/7/2015 16:00,11,38,53,15,11
6/7/2015 17:00,11,36,55,7,33
6/7/2015 18:00,14,43,58,9,29
6/7/2015 19:00,19,42,87,12,30
6/7/2015 20:00,21,43,112,11,36
6/7/2015 21:00,17,33,74,11,54
6/7/2015 22:00,14,26,55,14,45
6/7/2015 23:00,11,32,47,9,45
6/8/2015 0:00,12,20,44,18,38
6/8/2015 1:00,14,21,47,9,38
6/8/2015 2:00,12,18,58,9,16
6/8/2015 3:00,10,15,62,8,8
6/8/2015 4:00,16,13,55,15,6
6/8/2015 5:00,20,15,41,13,22
6/8/2015 6:00,24,7,38,18,37
6/8/2015 7:00,17,10,30,19,2
6/8/2015 8:00,14,17,33,14,22
6/8/2015 9:00,18,20,38,11,48
6/8/2015 10:00,8,10,33,12,34
6/8/2015 11:00,7,9,41,21,32
6/8/2015 12:00,7,10,41,10,8
6/8/2015 13:00,10,7,41,18,8
6/8/2015 14:00,10,3,49,13,6
6/8/2015 15:00,14,4,61,13,27
6/8/2015 16:00,16,9,61,12,31
6/8/2015 17:00,17,13,67,18,22
6/8/2015 18:00,19,17,88,18,42
6/8/2015 19:00,24,30,73,19,37
6/8/2015 20:00,27,25,64,16,38
6/8/2015 21:00,42,33,45,19,43
6/8/2015 22:00,53,31,39,12,41
6/8/2015 23:00,55,47,42,14,32
6/9/2015 0:00,58,40,28,14,3
6/9/2015 1:00,54,53,48,13,0
6/9/2015 2:00,53,52,54,12,14
6/9/2015 3:00,46,43,51,13,5
6/9/2015 4:00,34,56,59,16,-3
6/9/2015 5:00,26,53,51,19,23
6/9/2015 6:00,25,48,46,15,30
6/9/2015 7:00,35,73,44,20,33
6/9/2015 8:00,29,93,45,16,46
6/9/2015 9:00,31,76,39,11,48
6/9/2015 10:00,48,67,43,20,74
6/9/2015 11:00,52,61,36,20,94
6/9/2015 12:00,64,57,27,14,88
6/9/2015 13:00,65,50,24,23,74
6/9/2015 14:00,68,55,34,16,49
6/9/2015 15:00,69,44,30,10,33
6/9/2015 16:00,66,33,35,12,20
6/9/2015 17:00,71,20,47,16,27
6/9/2015 18:00,65,10,44,14,26
6/9/2015 19:00,77,9,55,22,34
6/9/2015 20:00,73,11,51,19,56
6/9/2015 21:00,72,19,58,16,56
6/9/2015 22:00,58,25,66,20,67
6/9/2015 23:00,37,22,72,13,37
6/10/2015 0:00,30,17,69,16,38
6/10/2015 1:00,35,19,74,19,43
6/10/2015 2:00,47,24,72,15,34
6/10/2015 3:00,49,16,74,15,34
6/10/2015 4:00,50,12,81,15,27
6/10/2015 5:00,48,9,86,16,47
6/10/2015 6:00,45,6,94,16,58
6/10/2015 7:00,44,9,99,20,56
6/10/2015 8:00,58,13,95,16,37
6/10/2015 9:00,64,18,93,21,41
6/10/2015 10:00,71,24,91,23,26
6/10/2015 11:00,72,19,85,22,23
6/10/2015 12:00,76,17,76,14,27
6/10/2015 13:00,71,38,80,20,32
6/10/2015 14:00,71,30,71,17,43
6/10/2015 15:00,90,47,74,29,39
6/10/2015 16:00,87,40,72,25,45
6/10/2015 17:00,101,50,80,17,42
6/10/2015 18:00,100,55,70,19,57
6/10/2015 19:00,114,52,68,25,73
6/10/2015 20:00,133,54,67,32,71
6/10/2015 21:00,142,68,74,36,64
6/10/2015 22:00,138,87,56,24,53
6/10/2015 23:00,74,76,67,24,41
6/11/2015 0:00,56,47,83,20,30
6/11/2015 1:00,43,44,48,17,28
6/11/2015 2:00,33,48,41,18,26
6/11/2015 3:00,37,44,51,21,35
6/11/2015 4:00,45,36,64,20,26
6/11/2015 5:00,42,38,58,19,29
6/11/2015 6:00,41,29,50,24,18
6/11/2015 7:00,20,25,61,24,13
6/11/2015 8:00,7,27,65,19,13
6/11/2015 9:00,5,33,67,21,13
6/11/2015 10:00,4,33,64,29,8
6/11/2015 11:00,6,38,62,20,6
6/11/2015 12:00,8,50,55,20,10
6/11/2015 13:00,7,51,58,22,6
6/11/2015 14:00,4,59,36,15,6
6/11/2015 15:00,6,59,31,10,4
6/11/2015 16:00,6,55,35,11,11
6/11/2015 17:00,7,53,32,9,15
6/11/2015 18:00,6,60,36,6,10
6/11/2015 19:00,9,64,32,12,6
6/11/2015 20:00,20,78,45,16,21
6/11/2015 21:00,26,63,64,25,13
6/11/2015 22:00,46,66,59,24,12
6/11/2015 23:00,48,71,54,20,12
6/12/2015 0:00,24,61,44,17,13
6/12/2015 1:00,19,70,31,24,10
6/12/2015 2:00,3,56,33,25,17
6/12/2015 3:00,5,54,31,23,18
6/12/2015 4:00,3,53,35,23,24
6/12/2015 5:00,8,47,44,23,17
6/12/2015 6:00,6,49,60,19,18
6/12/2015 7:00,4,53,51,31,2
6/12/2015 8:00,4,54,47,52,14
6/12/2015 9:00,2,50,49,50,22
6/12/2015 10:00,7,44,47,55,17
6/12/2015 11:00,5,50,42,43,20
6/12/2015 12:00,6,50,43,42,18
6/12/2015 13:00,6,63,40,55,17
6/12/2015 14:00,5,40,38,24,18
6/12/2015 15:00,4,63,35,7,14
6/12/2015 16:00,5,68,36,6,20
6/12/2015 17:00,5,69,24,15,17
6/12/2015 18:00,5,64,21,16,50
6/12/2015 19:00,8,65,26,22,70
6/12/2015 20:00,8,53,33,32,101
6/12/2015 21:00,7,53,36,40,74
6/12/2015 22:00,5,51,39,36,82
6/12/2015 23:00,5,52,49,36,82
6/13/2015 0:00,9,46,43,29,92
6/13/2015 1:00,7,42,24,35,61
6/13/2015 2:00,11,60,24,39,45
6/13/2015 3:00,9,64,48,35,46
6/13/2015 4:00,6,48,51,41,66
6/13/2015 5:00,4,63,57,52,67
6/13/2015 6:00,6,59,33,45,84
6/13/2015 7:00,8,57,23,41,86
6/13/2015 8:00,-999,59,34,32,90
6/13/2015 9:00,-999,64,39,22,70
6/13/2015 10:00,-999,67,40,15,73
6/13/2015 11:00,10,70,30,21,42
6/13/2015 12:00,12,63,20,26,31
6/13/2015 13:00,10,66,26,25,17
6/13/2015 14:00,10,43,36,10,28
6/13/2015 15:00,18,49,30,14,39
6/13/2015 16:00,20,61,27,11,43
6/13/2015 17:00,19,46,32,19,29
6/13/2015 18:00,24,40,41,23,15
6/13/2015 19:00,34,42,47,31,21
6/13/2015 20:00,35,35,41,31,21
6/13/2015 21:00,24,36,32,15,75
6/13/2015 22:00,24,37,33,6,67
6/13/2015 23:00,32,21,34,9,56
6/14/2015 0:00,33,25,32,16,71
6/14/2015 1:00,27,33,46,18,63
6/14/2015 2:00,23,45,40,19,79
6/14/2015 3:00,26,33,41,12,56
6/14/2015 4:00,11,41,35,10,56
6/14/2015 5:00,20,43,41,18,89
6/14/2015 6:00,12,32,34,17,109
6/14/2015 7:00,18,39,45,10,80
6/14/2015 8:00,10,43,55,11,100
6/14/2015 9:00,12,55,63,8,52
6/14/2015 10:00,7,49,63,17,30
6/14/2015 11:00,10,45,70,15,17
6/14/2015 12:00,9,48,81,19,28
6/14/2015 13:00,10,27,69,9,16
6/14/2015 14:00,7,24,55,14,15
6/14/2015 15:00,16,27,47,17,20
6/14/2015 16:00,8,24,40,15,30
6/14/2015 17:00,13,26,29,11,20
6/14/2015 18:00,19,29,26,11,16
6/14/2015 19:00,22,31,48,20,35
6/14/2015 20:00,31,31,50,14,51
6/14/2015 21:00,24,33,41,12,65
6/14/2015 22:00,37,35,45,8,101
6/14/2015 23:00,55,28,42,10,75
6/15/2015 0:00,64,29,42,16,47
6/15/2015 1:00,78,28,45,9,58
6/15/2015 2:00,80,34,54,12,89
6/15/2015 3:00,71,27,43,8,64
6/15/2015 4:00,109,28,47,5,117
6/15/2015 5:00,109,22,47,3,102
6/15/2015 6:00,113,18,45,6,103
6/15/2015 7:00,111,25,39,6,96
6/15/2015 8:00,93,20,56,17,74
6/15/2015 9:00,91,20,58,16,71
6/15/2015 10:00,76,44,46,12,54
6/15/2015 11:00,80,44,48,14,48
6/15/2015 12:00,73,44,59,20,36
6/15/2015 13:00,72,56,56,17,38
6/15/2015 14:00,76,-999,78,10,-999
6/15/2015 15:00,81,77,60,13,21
6/15/2015 16:00,-999,89,59,15,24
6/15/2015 17:00,65,55,54,17,40
6/15/2015 18:00,80,54,54,11,44
6/15/2015 19:00,76,40,51,17,31
6/15/2015 20:00,84,30,65,16,32
6/15/2015 21:00,79,28,71,15,43
6/15/2015 22:00,75,31,89,14,65
6/15/2015 23:00,80,35,88,17,97
6/16/2015 0:00,107,24,103,14,93
6/16/2015 1:00,113,20,130,14,66
6/16/2015 2:00,127,31,98,9,49
6/16/2015 3:00,151,32,92,11,98
6/16/2015 4:00,135,30,82,14,70
6/16/2015 5:00,124,20,118,14,122
6/16/2015 6:00,130,26,121,21,97
6/16/2015 7:00,113,25,103,19,68
6/16/2015 8:00,110,36,94,15,53
6/16/2015 9:00,114,28,82,15,55
6/16/2015 10:00,117,27,73,14,53
6/16/2015 11:00,115,26,60,20,36
6/16/2015 12:00,98,30,57,22,39
6/16/2015 13:00,61,26,79,21,33
6/16/2015 14:00,45,24,81,29,29
6/16/2015 15:00,58,22,69,19,21
6/16/2015 16:00,76,24,65,22,38
6/16/2015 17:00,80,33,64,14,31
6/16/2015 18:00,69,33,92,12,32
6/16/2015 19:00,73,38,126,21,84
6/16/2015 20:00,63,33,135,29,46
6/16/2015 21:00,59,23,140,40,59
6/16/2015 22:00,57,27,143,27,60
6/16/2015 23:00,70,35,104,19,53
6/17/2015 0:00,46,13,91,14,72
6/17/2015 1:00,51,11,66,16,82
6/17/2015 2:00,39,9,55,15,62
6/17/2015 3:00,39,7,66,14,66
6/17/2015 4:00,42,7,78,14,33
6/17/2015 5:00,51,5,97,14,65
6/17/2015 6:00,38,6,93,15,60
6/17/2015 7:00,29,9,75,13,78
6/17/2015 8:00,28,10,84,16,54
6/17/2015 9:00,25,12,67,15,47
6/17/2015 10:00,26,18,73,13,29
6/17/2015 11:00,30,27,46,11,33
6/17/2015 12:00,26,45,42,22,38
6/17/2015 13:00,28,58,50,15,37
6/17/2015 14:00,25,67,51,14,35
6/17/2015 15:00,24,74,39,16,25
6/17/2015 16:00,24,19,40,17,26
6/17/2015 17:00,32,7,58,13,34
6/17/2015 18:00,37,16,51,18,23
6/17/2015 19:00,46,19,54,19,36
6/17/2015 20:00,51,11,58,12,29
6/17/2015 21:00,62,12,68,12,36
6/17/2015 22:00,50,12,59,18,15
6/17/2015 23:00,54,11,61,11,30
6/18/2015 0:00,61,9,27,9,32
6/18/2015 1:00,72,8,26,8,29
6/18/2015 2:00,70,8,25,8,39
6/18/2015 3:00,62,10,26,9,30
6/18/2015 4:00,26,10,22,6,28
6/18/2015 5:00,16,11,20,6,32
6/18/2015 6:00,5,13,19,6,28
6/18/2015 7:00,5,14,26,6,18
6/18/2015 8:00,4,16,53,9,39
6/18/2015 9:00,4,16,44,16,16
6/18/2015 10:00,6,12,58,17,15
6/18/2015 11:00,5,16,68,19,22
6/18/2015 12:00,8,25,80,18,6
6/18/2015 13:00,9,19,82,25,18
6/18/2015 14:00,7,28,81,24,19
6/18/2015 15:00,7,35,75,22,22
6/18/2015 16:00,7,25,72,19,29
6/18/2015 17:00,6,30,40,22,36
6/18/2015 18:00,16,31,41,27,56
6/18/2015 19:00,8,33,47,29,55
6/18/2015 20:00,27,36,52,21,43
6/18/2015 21:00,16,38,54,21,53
6/18/2015 22:00,11,33,49,27,65
6/18/2015 23:00,11,42,52,17,21
6/19/2015 0:00,8,42,53,8,31
6/19/2015 1:00,10,47,54,15,32
6/19/2015 2:00,9,52,68,12,24
6/19/2015 3:00,12,55,80,6,27
6/19/2015 4:00,8,55,76,3,12
6/19/2015 5:00,6,57,77,5,13
6/19/2015 6:00,7,57,80,3,7
6/19/2015 7:00,10,53,85,5,40
6/19/2015 8:00,9,49,82,7,29
6/19/2015 9:00,17,43,90,8,16
6/19/2015 10:00,17,53,51,14,17
6/19/2015 11:00,19,35,32,13,36
6/19/2015 12:00,26,42,47,17,32
6/19/2015 13:00,32,40,50,15,18
6/19/2015 14:00,41,24,49,22,32
6/19/2015 15:00,19,28,28,15,32
6/19/2015 16:00,19,22,49,16,27
6/19/2015 17:00,23,23,42,27,27
6/19/2015 18:00,28,35,37,14,19
6/19/2015 19:00,29,31,37,17,31
6/19/2015 20:00,28,34,49,19,26
6/19/2015 21:00,42,32,59,13,23
6/19/2015 22:00,54,52,56,16,40
6/19/2015 23:00,56,36,62,17,29
6/20/2015 0:00,76,46,52,17,10
6/20/2015 1:00,65,36,41,18,47
6/20/2015 2:00,51,37,39,14,22
6/20/2015 3:00,39,28,33,15,43
6/20/2015 4:00,17,30,15,14,44
6/20/2015 5:00,26,36,24,15,29
6/20/2015 6:00,14,30,17,18,56
6/20/2015 7:00,15,28,27,9,48
6/20/2015 8:00,14,30,28,10,42
6/20/2015 9:00,13,20,33,8,42
6/20/2015 10:00,13,31,30,10,39
6/20/2015 11:00,12,27,33,20,41
6/20/2015 12:00,16,25,28,21,29
6/20/2015 13:00,12,27,48,17,28
6/20/2015 14:00,16,22,48,17,25
6/20/2015 15:00,10,27,46,12,18
6/20/2015 16:00,10,35,46,10,25
6/20/2015 17:00,15,30,33,6,15
6/20/2015 18:00,21,41,26,6,23
6/20/2015 19:00,23,47,33,10,32
6/20/2015 20:00,21,53,26,15,44
6/20/2015 21:00,23,59,32,8,65
6/20/2015 22:00,30,51,37,12,51
6/20/2015 23:00,33,53,37,10,34
6/21/2015 0:00,35,50,28,7,45
6/21/2015 1:00,43,40,43,5,62
6/21/2015 2:00,46,53,47,13,90
6/21/2015 3:00,45,53,47,13,94
6/21/2015 4:00,49,48,48,21,75
6/21/2015 5:00,51,47,44,25,98
6/21/2015 6:00,56,52,44,15,92
6/21/2015 7:00,62,48,39,16,97
6/21/2015 8:00,57,43,38,8,79
6/21/2015 9:00,55,32,54,15,62
6/21/2015 10:00,53,37,65,12,51
6/21/2015 11:00,36,40,58,22,39
6/21/2015 12:00,27,43,57,18,44
6/21/2015 13:00,22,29,56,5,51
6/21/2015 14:00,25,27,51,7,31
6/21/2015 15:00,29,28,52,15,25
6/21/2015 16:00,35,39,47,16,16
6/21/2015 17:00,37,48,38,16,33
6/21/2015 18:00,34,38,40,5,46
6/21/2015 19:00,36,47,45,11,32
6/21/2015 20:00,47,32,59,16,52
6/21/2015 21:00,52,26,56,11,68
6/21/2015 22:00,49,21,54,13,78
6/21/2015 23:00,46,21,56,9,101
6/22/2015 0:00,53,12,57,9,84
6/22/2015 1:00,60,18,60,7,67
6/22/2015 2:00,72,13,44,6,57
6/22/2015 3:00,77,13,45,5,94
6/22/2015 4:00,99,13,59,3,155
6/22/2015 5:00,113,16,75,9,81
6/22/2015 6:00,137,13,76,9,68
6/22/2015 7:00,121,19,55,9,66
6/22/2015 8:00,93,21,52,13,36
6/22/2015 9:00,79,9,63,15,41
6/22/2015 10:00,71,12,75,12,30
6/22/2015 11:00,73,13,76,11,23
6/22/2015 12:00,66,15,86,10,27
6/22/2015 13:00,60,25,97,6,18
6/22/2015 14:00,49,31,99,6,16
6/22/2015 15:00,56,28,74,11,21
6/22/2015 16:00,62,42,55,9,31
6/22/2015 17:00,64,46,49,10,29
6/22/2015 18:00,77,41,56,7,34
6/22/2015 19:00,87,47,58,9,44
6/22/2015 20:00,92,44,67,15,40
6/22/2015 21:00,98,42,69,22,47
6/22/2015 22:00,103,40,63,16,25
6/22/2015 23:00,120,43,60,11,21
6/23/2015 0:00,145,38,51,12,6
6/23/2015 1:00,182,39,40,15,13
6/23/2015 2:00,234,42,36,15,45
6/23/2015 3:00,238,42,12,8,34
6/23/2015 4:00,258,46,21,8,37
6/23/2015 5:00,228,46,34,6,43
6/23/2015 6:00,240,43,27,6,23
6/23/2015 7:00,246,59,17,13,38
6/23/2015 8:00,204,67,20,12,24
6/23/2015 9:00,212,68,24,10,19
6/23/2015 10:00,205,59,34,8,21
6/23/2015 11:00,172,55,32,7,22
6/23/2015 12:00,146,57,34,7,29
6/23/2015 13:00,131,55,41,10,23
6/23/2015 14:00,116,58,31,6,26
6/23/2015 15:00,110,43,25,9,31
6/23/2015 16:00,92,32,32,7,37
6/23/2015 17:00,77,42,22,7,43
6/23/2015 18:00,79,42,31,15,49
6/23/2015 19:00,88,38,19,21,47
6/23/2015 20:00,78,44,18,16,34
6/23/2015 21:00,81,45,11,11,51
6/23/2015 22:00,101,35,16,7,54
6/23/2015 23:00,121,49,20,6,45
6/24/2015 0:00,128,43,11,6,47
6/24/2015 1:00,103,42,21,13,48
6/24/2015 2:00,75,34,14,20,34
6/24/2015 3:00,75,45,13,20,46
6/24/2015 4:00,80,40,19,20,43
6/24/2015 5:00,88,50,24,21,22
6/24/2015 6:00,101,32,23,3,27
6/24/2015 7:00,112,29,24,6,27
6/24/2015 8:00,106,38,19,5,12
6/24/2015 9:00,103,32,19,8,15
6/24/2015 10:00,110,36,18,9,26
6/24/2015 11:00,118,42,28,5,31
6/24/2015 12:00,118,52,26,5,26
6/24/2015 13:00,115,60,22,9,35
6/24/2015 14:00,77,52,20,11,35
6/24/2015 15:00,61,-999,30,13,36
6/24/2015 16:00,61,63,29,18,38
6/24/2015 17:00,66,63,21,41,40
6/24/2015 18:00,67,79,21,27,26
6/24/2015 19:00,71,80,24,18,29
6/24/2015 20:00,71,73,17,18,23
6/24/2015 21:00,70,80,17,15,20
6/24/2015 22:00,81,80,17,12,28
6/24/2015 23:00,81,78,33,11,30
6/25/2015 0:00,80,89,49,15,20
6/25/2015 1:00,85,80,28,14,29
6/25/2015 2:00,90,71,35,24,43
6/25/2015 3:00,97,78,50,22,54
6/25/2015 4:00,104,80,48,30,52
6/25/2015 5:00,114,61,61,27,46
6/25/2015 6:00,116,60,50,29,38
6/25/2015 7:00,129,45,56,20,43
6/25/2015 8:00,136,42,69,22,41
6/25/2015 9:00,133,27,66,16,37
6/25/2015 10:00,122,28,43,13,50
6/25/2015 11:00,129,25,40,15,39
6/25/2015 12:00,108,32,51,27,29
6/25/2015 13:00,100,39,47,18,25
6/25/2015 14:00,46,28,32,25,34
6/25/2015 15:00,60,21,-999,21,33
6/25/2015 16:00,74,17,16,23,25
6/25/2015 17:00,69,22,29,24,40
6/25/2015 18:00,63,28,38,26,46
6/25/2015 19:00,73,31,39,27,44
6/25/2015 20:00,78,25,33,22,61
6/25/2015 21:00,85,25,38,24,53
6/25/2015 22:00,99,26,48,20,41
6/25/2015 23:00,110,12,46,21,39
6/26/2015 0:00,94,24,45,20,50
6/26/2015 1:00,-999,29,46,16,53
6/26/2015 2:00,-999,48,61,17,55
6/26/2015 3:00,-999,54,68,19,105
6/26/2015 4:00,-999,52,59,23,119
6/26/2015 5:00,-999,49,68,20,189
6/26/2015 6:00,-999,43,74,21,152
6/26/2015 7:00,-999,41,77,22,146
6/26/2015 8:00,-999,47,-999,18,123
6/26/2015 9:00,-999,49,-999,14,138
6/26/2015 10:00,-999,40,69,84,87
6/26/2015 11:00,-999,41,107,-999,73
6/26/2015 12:00,-999,30,123,19,61
6/26/2015 13:00,-999,29,94,21,59
6/26/2015 14:00,-999,21,66,29,48
6/26/2015 15:00,87,19,59,19,51
6/26/2015 16:00,91,24,65,16,48
6/26/2015 17:00,87,27,67,22,44
6/26/2015 18:00,102,23,78,17,54
6/26/2015 19:00,135,27,71,18,39
6/26/2015 20:00,86,27,59,17,41
6/26/2015 21:00,46,25,59,12,57
6/26/2015 22:00,15,22,68,13,55
6/26/2015 23:00,17,16,48,9,44
6/27/2015 0:00,20,18,48,17,60
6/27/2015 1:00,29,10,62,15,66
6/27/2015 2:00,33,11,83,16,66
6/27/2015 3:00,33,16,71,13,66
6/27/2015 4:00,35,14,65,17,81
6/27/2015 5:00,25,13,59,21,123
6/27/2015 6:00,27,12,69,18,155
6/27/2015 7:00,44,7,83,19,134
6/27/2015 8:00,73,6,70,17,121
6/27/2015 9:00,66,11,59,21,97
6/27/2015 10:00,66,14,55,20,103
6/27/2015 11:00,75,14,63,14,91
6/27/2015 12:00,94,13,92,21,59
6/27/2015 13:00,96,12,79,18,60
6/27/2015 14:00,108,12,48,14,60
6/27/2015 15:00,108,11,45,14,57
6/27/2015 16:00,107,11,35,16,57
6/27/2015 17:00,108,13,27,18,58
6/27/2015 18:00,116,17,31,16,65
6/27/2015 19:00,117,23,27,16,53
6/27/2015 20:00,120,9,32,12,33
6/27/2015 21:00,90,12,34,12,50
6/27/2015 22:00,77,14,31,16,35
6/27/2015 23:00,80,13,22,11,30
6/28/2015 0:00,89,11,15,16,26
6/28/2015 1:00,81,9,28,13,49
6/28/2015 2:00,76,7,38,12,69
6/28/2015 3:00,83,6,35,12,80
6/28/2015 4:00,95,3,38,14,80
6/28/2015 5:00,118,3,42,14,82
6/28/2015 6:00,123,5,41,20,89
6/28/2015 7:00,124,7,38,15,65
6/28/2015 8:00,115,6,32,14,46
6/28/2015 9:00,121,9,32,15,51
6/28/2015 10:00,125,11,35,23,46
6/28/2015 11:00,130,10,55,27,52
6/28/2015 12:00,127,16,47,18,50
6/28/2015 13:00,116,11,77,18,61
6/28/2015 14:00,109,17,52,22,49
6/28/2015 15:00,114,8,58,21,46
6/28/2015 16:00,106,11,41,19,35
6/28/2015 17:00,122,16,45,14,41
6/28/2015 18:00,146,20,34,16,46
6/28/2015 19:00,127,25,30,17,68
6/28/2015 20:00,129,29,46,15,62
6/28/2015 21:00,151,26,32,14,64
6/28/2015 22:00,148,30,27,9,51
6/28/2015 23:00,147,16,23,12,33
6/29/2015 0:00,142,19,20,9,50
6/29/2015 1:00,139,14,21,9,58
6/29/2015 2:00,137,13,15,14,45
6/29/2015 3:00,142,24,26,17,46
6/29/2015 4:00,148,19,26,6,44
6/29/2015 5:00,142,17,28,7,38
6/29/2015 6:00,141,17,24,7,46
6/29/2015 7:00,141,19,22,9,64
6/29/2015 8:00,145,25,27,10,26
6/29/2015 9:00,144,29,25,10,30
6/29/2015 10:00,161,35,22,16,23
6/29/2015 11:00,168,38,26,24,-3
6/29/2015 12:00,158,33,23,29,-3
6/29/2015 13:00,26,37,29,40,-3
6/29/2015 14:00,11,45,27,28,-3
6/29/2015 15:00,17,58,28,29,1
6/29/2015 16:00,12,60,30,18,5
6/29/2015 17:00,21,50,27,26,11
6/29/2015 18:00,26,54,38,23,15
6/29/2015 19:00,22,53,38,21,14
6/29/2015 20:00,15,63,39,23,13
6/29/2015 21:00,19,65,45,15,14
6/29/2015 22:00,19,55,51,16,10
6/29/2015 23:00,24,49,51,17,14
6/30/2015 0:00,21,46,50,20,13
6/30/2015 1:00,16,41,53,18,35
6/30/2015 2:00,20,35,44,17,42
6/30/2015 3:00,12,45,42,13,16
6/30/2015 4:00,12,37,31,14,90
6/30/2015 5:00,10,43,39,12,87
6/30/2015 6:00,7,75,39,17,100
6/30/2015 7:00,10,82,43,14,84
6/30/2015 8:00,11,87,41,17,42
6/30/2015 9:00,17,81,45,21,13
6/30/2015 10:00,13,71,40,19,32
6/30/2015 11:00,16,67,45,22,32
6/30/2015 12:00,11,65,45,20,29
6/30/2015 13:00,9,72,41,23,33
6/30/2015 14:00,8,77,51,24,28
6/30/2015 15:00,9,78,43,28,27
6/30/2015 16:00,6,80,36,29,16
6/30/2015 17:00,8,36,44,25,14
6/30/2015 18:00,10,40,60,31,32
6/30/2015 19:00,16,50,56,33,37
6/30/2015 20:00,14,24,59,37,28
6/30/2015 21:00,15,13,51,39,9
6/30/2015 22:00,16,10,44,27,24
6/30/2015 23:00,20,8,42,25,13
7/1/2015 0:00,28,11,36,19,5
7/1/2015 1:00,36,10,37,19,-999
7/1/2015 2:00,34,7,42,16,28
7/1/2015 3:00,34,21,37,18,31
7/1/2015 4:00,29,34,28,22,-2
7/1/2015 5:00,28,25,33,17,26
7/1/2015 6:00,27,12,27,12,30
7/1/2015 7:00,23,16,30,9,21
7/1/2015 8:00,21,17,32,13,9
7/1/2015 9:00,16,20,28,14,5
7/1/2015 10:00,11,27,38,19,19
7/1/2015 11:00,9,34,37,18,-999
7/1/2015 12:00,14,55,51,19,-999
7/1/2015 13:00,9,57,59,19,-5
7/1/2015 14:00,15,68,52,17,4
7/1/2015 15:00,14,73,41,20,20
7/1/2015 16:00,11,63,40,26,21
7/1/2015 17:00,11,74,30,38,-999
7/1/2015 18:00,15,62,34,24,16
7/1/2015 19:00,7,48,41,32,10
7/1/2015 20:00,6,51,37,26,12
7/1/2015 21:00,7,44,38,19,6
7/1/2015 22:00,7,40,42,15,4
7/1/2015 23:00,5,38,45,18,2
7/2/2015 0:00,5,27,37,19,-999
7/2/2015 1:00,7,16,42,14,-999
7/2/2015 2:00,5,30,40,18,23
7/2/2015 3:00,7,30,37,16,31
7/2/2015 4:00,5,45,40,15,-999
7/2/2015 5:00,4,35,40,15,-999
7/2/2015 6:00,6,46,40,16,14
7/2/2015 7:00,7,43,40,15,12
7/2/2015 8:00,6,45,43,18,6
7/2/2015 9:00,7,43,53,19,22
7/2/2015 10:00,5,60,74,28,14
7/2/2015 11:00,5,74,82,26,15
7/2/2015 12:00,6,80,89,21,26
7/2/2015 13:00,6,80,119,20,17
7/2/2015 14:00,8,90,74,22,12
7/2/2015 15:00,4,78,45,24,17
7/2/2015 16:00,3,80,51,24,4
7/2/2015 17:00,3,82,46,23,18
7/2/2015 18:00,4,78,51,16,16
7/2/2015 19:00,7,51,56,22,20
7/2/2015 20:00,10,49,61,25,23
7/2/2015 21:00,32,55,52,25,62
7/2/2015 22:00,30,67,49,31,38
7/2/2015 23:00,19,59,48,17,7
7/3/2015 0:00,27,60,25,16,38
7/3/2015 1:00,31,52,32,15,28
7/3/2015 2:00,24,48,22,18,-999
7/3/2015 3:00,22,55,32,18,30
7/3/2015 4:00,33,52,16,14,4
7/3/2015 5:00,27,55,24,15,2
7/3/2015 6:00,41,52,31,21,26
7/3/2015 7:00,45,44,23,18,45
7/3/2015 8:00,13,50,23,15,55
7/3/2015 9:00,10,68,15,24,28
7/3/2015 10:00,9,68,15,26,36
7/3/2015 11:00,7,58,20,31,39
7/3/2015 12:00,11,62,24,38,33
7/3/2015 13:00,19,70,15,36,28
7/3/2015 14:00,32,71,19,36,26
7/3/2015 15:00,39,91,21,23,16
7/3/2015 16:00,35,88,9,14,4
7/3/2015 17:00,31,93,13,23,23
7/3/2015 18:00,25,102,24,21,18
7/3/2015 19:00,27,111,41,29,18
7/3/2015 20:00,28,103,41,38,43
7/3/2015 21:00,30,96,36,28,30
7/3/2015 22:00,23,104,38,25,84
7/3/2015 23:00,15,-999,48,29,76
7/4/2015 0:00,21,99,18,20,78
7/4/2015 1:00,15,102,35,21,66
7/4/2015 2:00,19,112,29,19,48
7/4/2015 3:00,20,102,34,17,47
7/4/2015 4:00,30,104,30,16,53
7/4/2015 5:00,28,97,15,22,69
7/4/2015 6:00,32,88,30,17,88
7/4/2015 7:00,31,67,32,21,64
7/4/2015 8:00,28,62,24,19,70
7/4/2015 9:00,31,52,27,17,49
7/4/2015 10:00,-999,39,48,25,52
